x,borough,zipcode,address,ownername,yearbuilt,style_sec,mat_prim,use_orig,lat,lon,complaints.count.freq,type,name
9267,Queens,11372,34-48 88 STREET,"LIU, YA CHAO",1935,neo-Georgian,Red Brick,"Outbuilding, garage",40.752989,-73.879225,1,Landmarks,34-48 88 STREET
3992,Manhattan,10024,314 WEST 83 STREET,"CURI, DANIELLE A",1900,Renaissance Revival,Brownstone,Residential,40.787196,-73.97994,1,Landmarks,314 WEST 83 STREET
9947,SI,10305,33 BELAIR ROAD,BELAIR ROAD APT LLC,1880,Queen Anne,Clapboard,"Residential, single family",40.611022,-74.0655,1,Landmarks,33 BELAIR ROAD
9180,Queens,11372,34-38 85 STREET,JOSE MARTINEZ,1930,neo-Georgian,Red Brick,"Outbuilding, garage",40.753067,-73.882083,1,Landmarks,34-38 85 STREET
442,Manhattan,10013,404 BROADWAY,"KEDZKIDZ REALTY, LLC",1915,Mid-20th century Commercial,Masonry,"Commercial, store and offices",40.718856,-74.002334,2,Landmarks,404 BROADWAY
7985,Brooklyn,11238,363 GRAND AVENUE,"MIRACULOUS SOLUTIONS,",1930,Queen Anne,Rubble Stone,"Residential, multi-family",40.685158,-73.962151,1,Landmarks,363 GRAND AVENUE
7558,Brooklyn,11216,172 MAC DONOUGH STREET,"BRAITHWAITE, DOROTHYC",1899,Queen Anne,Brownstone,Residential,40.681492,-73.939497,1,Landmarks,172 MAC DONOUGH STREET
78,Manhattan,10004,1 BROADWAY,LOGANY,1900,Queen Anne (original),Masonry,"Commercial, office building",40.704785,-74.014099,2,Landmarks,1 BROADWAY
3571,Manhattan,10023,322 WEST 71 STREET,322 WEST 71ST STREET,1901,Romanesque Revival,Masonry,Residential,40.779352,-73.985543,1,Landmarks,322 WEST 71 STREET
2975,Manhattan,10003,201 PARK AVENUE SOUTH,ISTITHMAR HOTELS UNIO,1911,Modern French,Granite,"Commercial, offices",40.736644,-73.988944,1,Landmarks,201 PARK AVENUE SOUTH
6863,Brooklyn,11215,583 6 STREET,TINTORI  JOHN,1910,Georgian,Brick,"Residential, multi-family",40.667021,-73.976559,1,Landmarks,583 6 STREET
8565,Brooklyn,11225,125 MIDWOOD STREET,"SHIVERS, PETER D",1905,neo-Renaissance,Brick,Residential,40.65978,-73.956114,1,Landmarks,125 MIDWOOD STREET
7094,Brooklyn,11216,1463 PACIFIC STREET,INDEPENDANT LIVING AS,1920,Romanesque Revival,Brick,Residential,40.677294,-73.943016,2,Landmarks,1463 PACIFIC STREET
3703,Manhattan,10024,26 WEST 88 STREET,"ZEVSON REALTY CO., L.",1900,Romanesque,Brownstone,Residential,40.786976,-73.969312,1,Landmarks,26 WEST 88 STREET
4477,Manhattan,10021,122 EAST 71 STREET,"HWH 71, LLC",1910,neo-Grec (original),Brownstone,Residential,40.770029,-73.963407,1,Landmarks,122 EAST 71 STREET
3635,Manhattan,10024,7 WEST 82 STREET,7 WEST 82,1890,Queen Anne,Brownstone,Residential,40.782945,-73.971766,4,Landmarks,7 WEST 82 STREET
6926,Brooklyn,11215,619 11 STREET,"MICHALOWSKI, RENATA",1899,Romanesque Revival,Brownstone,Residential,40.663915,-73.978885,1,Landmarks,619 11 STREET
4611,Manhattan,10028,16 EAST 84 STREET,,1947,neo-Federal,Flemish-Bond Brick,"Residential, single-family",40.779879,-73.960578,1,Landmarks,16 EAST 84 STREET
3436,Manhattan,10023,136 WEST 73 STREET,"BAUCHMAN, GAIL BETH",1910,Queen Anne,Brownstone,Residential,40.778577,-73.979455,1,Landmarks,136 WEST 73 STREET
9350,Queens,11372,35-55 87 STREET,J F WINDLE,1930,neo-Georgian,Red Brick,"Outbuilding, garage",40.751072,-73.879802,2,Landmarks,35-55 87 STREET
2744,Manhattan,10010,676 AVENUE OF THE AMER,"APHIS REALTY, INC.",1910,Modern,Brick,"Commercial, stores",40.7416112,-73.9933672,5,Landmarks,676 AVENUE OF THE AMER
6488,Brooklyn,11232,4302 4 AVENUE,BROOKLYN POLICE CASTL,1931,Venetian Romanesque,Limestone,"Civic, police station",40.650305,-74.008602,2,Landmarks,4302 4 AVENUE
9765,Queens,11363,236-12 CENTER DRIVE,"MENGLER, CHRISTOPHER",1925,Italianate,Wood Frame,"Residential, single-family",40.77306,-73.750325,1,Landmarks,236-12 CENTER DRIVE
3735,Manhattan,10024,28 WEST 90 STREET,ELLIANA 90 LLC,1930,Francois I,Brownstone,Residential,40.788393,-73.968741,1,Landmarks,28 WEST 90 STREET
9262,Queens,11372,34-44 88 STREET,"CHOWDHURY, KHALIQUE",1935,neo-Georgian,Red Brick,Residential,40.753072,-73.879243,1,Landmarks,34-44 88 STREET
5186,Manhattan,10031,476 WEST 142 STREET,"ROSS, DAVID S",1920,Spanish Renaissance,Limestone,Residential,40.823043,-73.948376,1,Landmarks,476 WEST 142 STREET
1589,Manhattan,10014,304 BLEECKER STREET,304 BLEECKER TREVI LL,1910,Federal (late)(original),Flemish-Bond Brick,"Mixed-use, commercial & residential",40.732635,-74.003817,1,Landmarks,304 BLEECKER STREET
6222,Brooklyn,11201,417 HICKS STREET,,1996,Romanesque Revival,Brick,"Residential, multi-family",40.6879773333333,-73.9990913333333,3,Landmarks,417 HICKS STREET
6818,Brooklyn,11215,562 3 STREET,"KONTOKOSTA,  CONSTANT",1901,Romanesque Revival,Brownstone,Residential,40.669678,-73.97685,1,Landmarks,562 3 STREET
3947,Manhattan,10024,494 AMSTERDAM AVENUE,WEST EIGHTIES GROUP I,1940,Queen Anne,Brick,"Residential, multi-family",40.7863783333333,-73.9761686666667,3,Landmarks,494 AMSTERDAM AVENUE
3745,Manhattan,10024,63 WEST 90 STREET,MARC CUSUMANO,1900,Romanesque Revival,Brick,Residential,40.788805,-73.969683,1,Landmarks,63 WEST 90 STREET
1906,Manhattan,10014,130 WEST 10 STREET,10TH ST. WEST VILLAGE,1910,Greek Revival,Brick,Residential,40.734636,-74.000263,3,Landmarks,130 WEST 10 STREET
7083,Brooklyn,11238,375 STERLING PLACE,DELORES ERNANDEZ,1901,Renaissance Revival,Brownstone,Residential,40.675116,-73.965676,1,Landmarks,375 STERLING PLACE
6499,Brooklyn,11217,103 PARK PLACE,GROSSFIELD RENA E,1899,French,Brownstone,Residential,40.678393,-73.974943,1,Landmarks,103 PARK PLACE
8523,Brooklyn,11225,67 MIDWOOD STREET,TAYLOR COLE PROPERTIE,1910,neo-Renaissance,Roman Brick,Residential,40.659633,-73.958472,3,Landmarks,67 MIDWOOD STREET
237,Manhattan,10013,110 READE STREET,"110 READE STREET, LLC",1900,Second Empire,Masonry,"Commercial, store and lofts",40.715902,-74.008557,1,Landmarks,110 READE STREET
6766,Brooklyn,11215,535 1 STREET,"JOHNSON, SCOTT LOCHWO",1901,Regency,Limestone,Residential,40.67018,-73.974359,1,Landmarks,535 1 STREET
3136,Manhattan,10023,11 WEST 67 STREET,HOTEL DES ARTISTES IN,1917,Tudor,Brick,"Residential, multi-family",40.773219,-73.978702,1,Landmarks,11 WEST 67 STREET
1647,Manhattan,10014,321 AVENUE OF THE AMER,321 SIXTH AVENUE PART,1920,Italianate,Brick,Residential,40.730996,-74.001461,1,Landmarks,321 AVENUE OF THE AMER
3402,Manhattan,10023,140 WEST 72 STREET,140-154 W. 72 REALTY,1920,Moorish,Brownstone,"Mixed-use, commercial & residential",40.7779745384615,-73.9801508461538,13,Landmarks,140 WEST 72 STREET
3595,Manhattan,10023,325 WEST END AVENUE,"325 W END AVE OWNERS,",1916,Jacobean,Orange Brick,"Residential, multi-family",40.782036,-73.98287,1,Landmarks,325 WEST END AVENUE
3507,Manhattan,10024,130 WEST 78 STREET,130 W. 78TH ST.,1910,Renaissance Revival,Brick,Residential,40.781703,-73.977031,1,Landmarks,130 WEST 78 STREET
3761,Manhattan,10025,34 WEST 94 STREET,COLUMBIA GRAMMAR AND,1910,Romanesque Revival,Brick,Residential,40.790802,-73.966685,1,Landmarks,34 WEST 94 STREET
5967,Brooklyn,11201,61 ATLANTIC AVENUE,EUMORPHA LLC,1910,Modern,Brick,Residential,40.691307,-73.998186,1,Landmarks,61 ATLANTIC AVENUE
383,Manhattan,10013,53 NORTH MOORE STREET,ERIC GREGG,1910,neo-Renaissance,Tan Brick,"Commercial, warehouse",40.72036,-74.008525,1,Landmarks,53 NORTH MOORE STREET
9194,Queens,11372,34-49 84 STREET,"SCHWISTER, DANA",1930,neo-Georgian,Red Brick,Residential,40.752612,-73.882925,3,Landmarks,34-49 84 STREET
