DBA,BORO,address,zip_code,lat,lon,categories,PHONE,INSPECTION.DATE,INSPECTION.RESULT,review_count,rating,price
TAQUERIA LA PLACITA PUEBLA,Brooklyn,830 BROADWAY,11206,40.699081,-73.93946,Mexican,7183021092,9/16/19,-24/C,49,4,$
TAQUERIA LUPITA,Bronx,3550 E TREMONT AVE,10465,40.82996,-73.825798,Mexican,3479312157,7/30/19,A4/NC,13,4,$
TAQUERIA MARIA & RICARDO,Brooklyn,915 CORTELYOU RD,11218,40.63906,-73.96926,Mexican,7184844424,12/1/18,A12/C,52,4.5,$$
TAQUERIA MEZ-A,Manhattan,95 7TH AVE S,10014,40.7330017,-74.002915,Cocktail Bars,2122551980,5/29/19,A12/NC,210,3.5,$$
TAQUERIA MI MARIACHI,Brooklyn,1201 FLUSHING AVE,11237,40.70715,-73.92465,Mexican,3474086374,8/6/19,#NAME?,9,3.5,$
TAQUERIA MILEAR,Brooklyn,752A NOSTRAND AVE,11216,40.67298353,-73.95031214,Mexican,7184848005,9/16/19,A9/C,162,4.5,$
TAQUERIA OAXACA,Staten Island,167 MAIN ST,10307,40.51077503,-74.24852103,Mexican,7189662695,6/13/19,A4/NC,26,3.5,$
TAQUERIA SAN PEDRO,Manhattan,3662 BROADWAY,10031,40.8303299,-73.94728,Mexican,2124912644,8/8/19,Z8/C,116,4,$
TAQUERIA SANTA FE,Queens,4708 47TH AVE,11377,40.740766,-73.917876,Mexican,7182699946,6/24/19,A13/NC,297,4,$
TAQUERIA SANTA FE & GRILL,Queens,9407 ASTORIA BLVD,11369,40.76319,-73.87492,Mexican,9174638750,5/16/19,A8/NC,109,4,$
TAQUERIA TLAXCALLI,Bronx,2103 STARLING AVE,10462,40.83622,-73.85488,Mexican,3478513085,5/29/19,A13/NC,524,4.5,$$
TARTINA,Manhattan,1034 AMSTERDAM AVE,10025,40.8035073,-73.9636591,Italian,6465900577,7/10/19,A10/C,239,4,$$
TASTE KITCHEN,Manhattan,316 W 36TH ST,10018,40.75374,-73.99342,Chinese,6466660531,10/23/18,A10/C,33,3.5,$$
TASTE OF CHINA RESTAURANT,Brooklyn,1078 NOSTRAND AVE,11225,40.661731,-73.951042,Chinese,7188563888,4/17/19,A9/C,7,3.5,$
TASTY TAIWAN LLC,Manhattan,26 SAINT MARKS PL,10003,40.72877,-73.98873,Taiwanese,6467246756,7/10/19,A13/NC,208,4,$$
TATAKI SUSHI RESTAURANT,Manhattan,3 LISPENARD ST,10013,40.72067,-74.00486,Japanese,2129650975,1/4/19,A2/NC,151,3.5,$$
TATSU RAMEN,Manhattan,167 1ST AVE,10003,40.72908,-73.98446,Ramen,3104087183,11/7/18,N38/C,221,4.5,$$
TAVARES RESTAURANT,Brooklyn,234 CLEVELAND ST,11208,40.67941,-73.88562,Latin American,3472404609,7/17/19,A7/C,45,3.5,$
TAZA MKT,Brooklyn,220 36TH ST,11232,40.65633973,-74.00788967,Tacos,9174991070,8/13/19,-34/C,29,3,$$
TEMPLE COURT,Manhattan,5 BEEKMAN ST,10038,40.71141,-74.006814,French,2124006488,7/19/19,A7/C,196,3.5,$$$
TEMPURA MATSUI,Manhattan,222 E 39TH ST,10016,40.74819,-73.97467,Japanese,2129868885,5/14/19,A13/C,104,4.5,$$$$
TEN ICHI RAMEN,Brooklyn,382 7TH AVE,11215,40.665432,-73.983059,Ramen,7183698809,6/13/19,A9/NC,156,4,$$
TEN JIN XEING BEING RESTAURANT,Queens,4128 MAIN ST,11355,40.757207,-73.829389,Chinese,9173791236,10/25/18,A11/NC,171,4.5,$
TENDER,Manhattan,130 W 47TH ST,10036,40.75844,-73.98306,Sushi Bars,2125146000,6/3/19,A13/C,275,4,$$$
TENDER GREENS,Manhattan,900 BROADWAY,10003,40.73889,-73.9897,Wine Bars,2123397425,9/25/19,Z34/NC,632,4,$$
TENG DRAGON,Manhattan,2260 1ST AVE,10035,40.79610062,-73.93498993,Chinese,2124263906,6/18/19,A10/NC,17,3,$
TENGU SUSHI NOODLE HOUSE,Brooklyn,5920 FORT HAMILTON PKWY,11219,40.63332,-74.00567,Japanese,7186333336,9/12/19,#NAME?,191,3.5,$$
TENICHI RAMEN,Brooklyn,116 SMITH ST,11201,40.68779,-73.98989,Ramen,9292950060,6/11/19,A12/NC,35,4,$$
TENZAN 89,Manhattan,1714 2ND AVE,10128,40.779579,-73.950103,Japanese,2123693600,8/8/19,A13/NC,149,3,$$
TEPACHE,Brooklyn,361 HALSEY ST,11216,40.683368,-73.938289,Mexican,7184847701,9/12/19,A9/NC,302,3.5,$$
TEPPEN RAMEN,Manhattan,159 E 55TH ST,10022,40.75929,-73.96879,Ramen,2123552974,6/25/19,A12/C,249,4.5,$$
TERIYAKI 365,Queens,4202 NORTHERN BLVD,11101,40.7522769,-73.9212728,Korean,9178380266,6/24/19,#NAME?,24,3.5,$$
TERRA,Brooklyn,1716 SHEEPSHEAD BAY RD,11235,40.5856,-73.95178,Breakfast & Brunch,7186753939,6/4/19,A7/NC,87,4,$$
TERRAVITA BAR & KITCHEN,Manhattan,4193 BROADWAY,10033,40.84807,-73.93803,Breakfast & Brunch,6463704371,6/7/19,A7/C,83,4.5,$$
TESSA,Manhattan,349 AMSTERDAM AVE,10024,40.7814059,-73.97918,Mediterranean,2123901974,6/13/19,-10/C,326,4,$$$
TETSU,Manhattan,78 LEONARD ST,10013,40.71733,-74.0052,Japanese,2128239808,3/22/19,A12/C,70,3.5,$$
THAI 72,Manhattan,128 W 72ND ST,10023,40.77763,-73.98003,Thai,2124966153,2/11/19,A9/NC,172,4,$$
THAI @ LEX,Manhattan,1244 LEXINGTON AVE,10028,40.77803803,-73.95682196,Thai,2122886060,6/3/19,A12/C,153,3.5,$$
THAI BKK,Manhattan,2021 LEXINGTON AVE,10035,40.80283,-73.93838,Thai,2128602737,3/21/19,A12/C,60,3.5,$$
THAI CAFE,Brooklyn,925 MANHATTAN AVE,11222,40.73104,-73.95456,Thai,7183833562,11/28/18,A2/NC,120,3,$$
THAI CUISINE,Bronx,1509 WHITE PLAINS RD,10462,40.83811,-73.8638,Thai,6464069664,5/15/19,A7/NC,40,3.5,$$
THAI DIRECT BOWLS,Manhattan,131 AVENUE A,10009,40.72688,-73.98311,Ramen,6463701122,11/8/18,A8/C,125,4,$$
THAI FARM KITCHEN,Brooklyn,416 CHURCH AVE,11218,40.64404175,-73.97605184,Thai,3475339368,6/3/19,A13/NC,95,4.5,$$
THAI HOLIC,Brooklyn,372 MYRTLE AVE,11205,40.692989,-73.971282,Thai,7182229992,1/28/19,A9/NC,347,4.5,$$
THAI JASMINE RESTAURANT,Manhattan,106 BAYARD ST,10013,40.7162099,-73.9999,Thai,2123493132,4/3/19,A12/C,364,3.5,$$
THAI NOODLE HOUSE,Manhattan,792 9TH AVE,10019,40.76495,-73.98747,Thai,6465520126,7/25/19,A10/NC,920,4,$$
THAI NOODLE HOUSE,Manhattan,792 9TH AVE,10019,40.76495,-73.98747,Noodles,6465520126,7/25/19,A10/NC,29,4.5,$$
THAI PEPPERCORN,Manhattan,1406 MADISON AVE,10029,40.78821,-73.95363,Thai,2129876185,5/8/19,A9/NC,44,3,$
THAI SELECT,Manhattan,472 9TH AVE,10018,40.754764,-73.994903,Thai,6468587993,5/15/19,B20/C,509,3.5,$$
THAI SLIDERS,Manhattan,150 8TH AVE,10011,40.7419442,-74.0007071,Thai,2126750080,4/26/19,A4/NC,77,4,$$
THAI SOUP,Manhattan,166 E 118TH ST,10035,40.79967887,-73.9397361,Thai,9174751656,6/17/19,A12/C,152,3.5,$$
THAI SOUP,Manhattan,166 E 118TH ST,10035,40.79943189,-73.93980342,Mexican,9174751656,6/17/19,A12/C,47,3.5,$
THAI TERMINAL,Manhattan,349 E 12TH ST,10003,40.73039,-73.98381,Pizza,2126140155,8/27/19,A13/C,1053,3.5,$$
THAI TERMINAL,Manhattan,349 E 12TH ST,10003,40.73039,-73.98381,Thai,2126140155,8/27/19,A13/C,545,3.5,$$
THAI VILLA,Manhattan,5 E 19TH ST,10003,40.73902,-73.99065,Thai,2128029999,6/8/19,A12/C,2347,4.5,$$
THAI-ISH,Manhattan,168 LEXINGTON AVE,10016,40.74426,-73.9815799,Thai,2128894999,8/5/19,A6/NC,192,4,$$
THAILAND CAFE,Manhattan,95 2ND AVE,10003,40.72726,-73.989059,Thai,2124771872,7/16/19,A11/C,316,3.5,$$
THAILICIOUS,Manhattan,75 BAXTER ST,10013,40.7162609,-73.9999063,Thai,9172612733,9/23/19,-27/C,239,4,$$
THAIS NEW YORK,Manhattan,1750 2ND AVE,10128,40.781299,-73.94947384,Thai,2122898889,9/25/19,Z19/C,119,4,$$
THAIS NEW YORK,Manhattan,1750 2ND AVE,10128,40.78116,-73.94913,Vietnamese,2122898889,9/25/19,Z19/C,106,4,$$
THAISM,Brooklyn,278 SMITH ST,11231,40.6824841,-73.9935637,Thai,7188340505,7/27/19,Z26/C,120,3.5,$$
THE BEST SICHUAN,Manhattan,47 W 39TH ST,10018,40.752791,-73.9845295,Asian Fusion,7188780835,8/27/19,A13/C,7,4.5,$$
THE BLACK DERBY,Manhattan,310 W 4TH ST,10014,40.737266,-74.00399,American (New),6469129061,6/18/19,A4/NC,143,4.5,$$
THE BLOND/THE LIBRARY,Manhattan,138 LAFAYETTE ST,10013,40.71909,-74.00013,French,2126341211,1/30/19,A6/C,440,4,$$$$
THE BOWERY HOTEL BAR,Manhattan,335 BOWERY,10003,40.72609,-73.99166,Italian,2125059100,8/8/18,A9/NC,614,3.5,$$$
THE BRONX BEER HALL,Bronx,2344 ARTHUR AVE,10458,40.854118,-73.888175,Italian,3473960555,6/29/19,A5/C,27,4.5,$$
THE BURRITO SHOPPE AND SALAD JUNKIE,Staten Island,100 STUYVESANT PL,10301,40.64370404,-74.07760292,Thai,6469635958,6/4/19,B26/C,121,4.5,$$
THE BURRITO SHOPPE AND SALAD JUNKIE,Staten Island,100 STUYVESANT PL,10301,40.64391036,-74.0777565,Salad,6469635958,6/4/19,B26/C,42,4,$
THE CAMPBELL,Manhattan,15 VANDERBILT AVE,11205,40.6974,-73.97039,Thai,2122971781,9/26/18,A7/NC,134,4,$$
THE CASTELLO PLAN,Brooklyn,1213 CORTELYOU RD,11218,40.64032781,-73.96669447,Wine Bars,9177834812,6/19/19,A11/C,289,4,$$
THE CINNAMON SNAIL,Manhattan,2 PENN PLZ,10001,40.75032054,-73.99196867,Vegan,7327889337,10/25/18,A11/C,443,4,$$
THE CRISIS BAR,Brooklyn,913 BROADWAY,10010,40.7396272,-73.989859,Wine Bars,9175861240,8/1/19,A13/C,123,4,$$
THE DEAD POET,Manhattan,450 AMSTERDAM AVE,10024,40.78497,-73.9772182,Thai,2125955670,8/8/19,Z3/NC,1010,4,$$
THE DEEP END,Queens,1080 WYCKOFF AVE,11385,40.69439303,-73.90235591,Bars,6172302531,3/22/19,A11/NC,23,4.5,$$
THE DUMPLING HOUSE,Queens,8305 BROADWAY,11373,40.74115372,-73.87962341,Chinese,7186393996,6/6/19,A2/NC,540,4,$
THE ELGIN,Manhattan,64 W 48TH ST,10036,40.75831,-73.98079,Japanese,2122212100,9/24/19,A12/NC,213,4,$$
THE FINCH,Brooklyn,212 GREENE AVE,11238,40.686831,-73.962875,American (New),7182184444,7/25/19,B19/C,183,4,$$$
THE FOUR HORSEMEN,Brooklyn,295 GRAND ST,11211,40.71305,-73.95732,Wine Bars,7185994900,12/13/18,A10/C,150,4.5,$$
THE GASTRO BAR,Manhattan,345 W 35TH ST,10001,40.75367,-73.99464,Gastropubs,6462008857,4/1/19,A7/NC,78,3,$$
THE GREAT AMERICAN BAGEL BAKERY,Manhattan,200 BROADWAY,10038,40.71049447,-74.00875535,Japanese,6465967105,7/12/19,A11/NC,111,4,$$
THE GREAT NORTHERN DELI AND DANISH DOGS,Manhattan,89 E 42ND ST,10017,40.752901,-73.9773022,Tacos,6462799871,6/20/19,A11/NC,68,3.5,$$
THE GREENWICH SOCIAL,Manhattan,74 5TH AVE,11217,40.68076,-73.977751,Wine Bars,6466783921,9/6/19,Z38/NC,251,4,$$
THE GULLY,Queens,2545 STEINWAY ST,11103,40.7667,-73.91233,Japanese,3472642205,1/1/00,#NAME?,39,4,$$
THE HANDPULLED NOODLE,Manhattan,3600 BROADWAY,10031,40.828384,-73.948674,Chinese,9172620213,7/18/19,A12/NC,605,4,$$
THE HAROLD,Manhattan,1271 BROADWAY,10001,40.7482605,-73.988472,French,2126861888,8/2/19,B24/C,7,2.5,$$
THE HARROW,Manhattan,720 10TH AVE,10019,40.76419,-73.99182,American (New),2124700931,10/4/18,B20/C,116,4.5,$$
THE HIDEOUT,Manhattan,42 RIVINGTON ST,10002,40.72102347,-73.99100541,French,6466495868,2/7/19,A5/C,479,4,$$
THE HILL BISTRO,Bronx,3541 RIVERDALE AVE,10463,40.88630671,-73.90744438,American (Traditional),6465651040,5/29/19,-19/C,126,4.5,$$
THE HUB,Manhattan,2 PENN PLZ,10001,40.75032054,-73.99196867,Vegan,2126315688,8/2/19,A12/C,443,4,$$
THE IMMIGRANT TAP ROOM,Manhattan,341 E 9TH ST,10003,40.72862,-73.9853399,Wine Bars,2126772545,11/14/18,A5/C,357,4,$$
THE IZAKAYA,Manhattan,326 E 6TH ST,10003,40.72667,-73.98738,Izakaya,9174751284,6/7/19,-38/C,234,4,$$
THE IZAKAYA,Manhattan,326 E 6TH ST,10003,40.72666931,-73.98737335,Japanese,9174751284,6/7/19,-38/C,304,3.5,$$
THE JOHNSON'S,Brooklyn,369 TROUTMAN ST,11237,40.70586,-73.92388,Burgers,7184177100,6/5/19,A7/C,74,3.5,$$
THE KING OF TACOS,Queens,9017 31ST AVE,11369,40.7601063,-73.8779181,Mexican,7184240299,8/28/19,Z52/C,89,4,$
THE KUNJIP,Manhattan,32 W 32ND ST,10001,40.74775,-73.98716,Korean,2122169487,6/13/19,A13/NC,353,4,$$
THE KUNJIP,Manhattan,32 W 32ND ST,10001,40.74764,-73.98724,Korean,2122169487,6/13/19,A13/NC,850,2.5,$$
THE LOST LADY,Manhattan,171 AVENUE C,10009,40.72631,-73.97756,Tiki Bars,3474550228,12/19/18,#NAME?,51,4.5,$$
THE LOYAL,Manhattan,289 BLEECKER ST,10014,40.73216279,-74.00330259,American (New),2124885800,8/27/19,-47/C,142,4,$$
THE MASPETH PIZZA HOUSE,Queens,5560 60TH ST,11378,40.725644,-73.906413,Chinese,7183261222,5/15/19,A12/C,12,3.5,$
THE MAZE,Manhattan,32 W 32ND ST,10001,40.74775,-73.98716,Korean,6463778752,4/5/19,A7/NC,353,4,$$
THE MAZE,Manhattan,32 W 32ND ST,10001,40.74764,-73.98724,Korean,6463778752,4/5/19,A7/NC,850,2.5,$$
THE MEZZ (GOOGLE),Manhattan,75 9TH AVE,10011,40.74227627,-74.0048001,Chinese,2019957153,7/25/19,A10/C,3690,4,$$$
THE MEZZ (GOOGLE),Manhattan,75 9TH AVE,10014,40.739143,-74.00702,Italian,2019957153,7/25/19,A10/C,56,4,$$
THE MEZZ (GOOGLE),Manhattan,75 9TH AVE,10011,40.74242509,-74.00612513,Cambodian,2019957153,7/25/19,A10/C,306,4,$$
THE MEZZ (GOOGLE),Manhattan,75 9TH AVE,10011,40.74231154,-74.00612045,French,2019957153,7/25/19,A10/C,128,3.5,$$
THE MEZZ (GOOGLE),Manhattan,75 9TH AVE,10011,40.74265894,-74.00592854,Seafood,2019957153,7/25/19,A10/C,561,4,$$
THE MEZZ (GOOGLE),Manhattan,75 9TH AVE,10011,40.74221677,-74.00608914,Wine Bars,2019957153,7/25/19,A10/C,108,4,$$
THE MEZZ (GOOGLE),Manhattan,75 9TH AVE,10011,40.74222,-74.00466,Korean,2019957153,7/25/19,A10/C,532,3.5,$$
THE MEZZ (GOOGLE),Manhattan,75 9TH AVE,10011,40.74246753,-74.00663249,Sushi Bars,2019957153,7/25/19,A10/C,199,4.5,$$
THE MEZZ (GOOGLE),Manhattan,75 9TH AVE,10011,40.7425547,-74.0060838,Tacos,2019957153,7/25/19,A10/C,2568,4.5,$
THE MILLING ROOM,Manhattan,446 COLUMBUS AVE,10024,40.78354855,-73.97440887,American (New),2125952624,6/13/19,#NAME?,385,4,$$$
THE PANDERING PIG,Manhattan,209 PINEHURST AVE,10033,40.855144,-73.937599,American (New),9179417033,3/20/19,A7/NC,100,4,$$
THE PHO 2,Manhattan,273 8TH AVE,10011,40.7457768,-73.9983051,Vietnamese,9172617592,10/2/18,A10/C,129,4,$$
THE PHO RESTAURANT,Manhattan,127 E 23RD ST,10010,40.73985472,-73.98508739,Vietnamese,2122560768,9/9/19,-44/C,94,3.5,$$
THE PICNIC BASKET,Manhattan,805 3RD AVE,10022,40.75537,-73.97054,Japanese,2123716301,7/26/19,A10/C,1078,4,$$$
THE PICNIC BASKET,Manhattan,805 3RD AVE,10022,40.75537,-73.97054,Mexican,2123716301,7/26/19,A10/C,164,3.5,$
THE POINTS WINE & ALE ROOM,Manhattan,76 FORSYTH ST,10002,40.71725,-73.99329,Tapas Bars,9172939890,3/19/19,B18/C,186,4.5,$$
THE RICE NOODLE,Manhattan,190 BLEECKER ST,10012,40.729087,-74.001525,Noodles,6468959908,7/11/19,A9/NC,120,4,$
THE ROAST,Brooklyn,5124 8TH AVE,11220,40.6401825,-74.00495911,Chinese,7186338288,6/26/19,B27/C,55,4,$
THE SABIENG THAI,Manhattan,71 1ST AVE,10003,40.72554,-73.98722,Thai,2122532742,1/7/19,A7/C,77,4,$$
THE TANG,Manhattan,120 1ST AVE,10009,40.72703,-73.98539,Noodles,6466783092,6/18/19,Z2/NC,291,4,$$
THE UNCOMMONS,Manhattan,230 THOMPSON ST,10012,40.72933,-73.99865,Ramen,9176393446,4/24/19,A8/C,129,4,$$
THE VIEW AT CENTERVIEW PARTNERS,Manhattan,31 W 52ND ST,10019,40.76079272,-73.97831161,Japanese,2125425525,4/11/19,A11/NC,113,4,$$
THE WEI,Brooklyn,30 DEKALB AVE,11201,40.68983,-73.98171,Chinese,7182608888,6/13/19,A11/NC,208,4,$$
THELEWALA,Manhattan,112 MACDOUGAL ST,10012,40.72956,-74.00054,Creperies,2126149100,8/20/19,A2/NC,405,4,$$
THEP,Manhattan,1439 2ND AVE,10021,40.77078,-73.95727,Thai,2128999995,5/7/19,A8/C,318,4.5,$$
THIP OSHA,Brooklyn,795 GRAND ST,11211,40.712123,-73.941437,Thai,7183887787,4/4/19,A10/NC,45,4,$$
THIRD FLOOR CAFE,Manhattan,315 5TH AVE,10016,40.7468603,-73.9851724,Korean,6469983409,9/18/19,A7/NC,485,4,$$
THIRD FLOOR CAFE,Manhattan,315 5TH AVE,10016,40.7469,-73.98519,Korean,6469983409,9/18/19,A7/NC,497,3.5,$$
THIRD FLOOR CAFE,Manhattan,315 5TH AVE,11215,40.67289,-73.98303,Tex-Mex,6469983409,9/18/19,A7/NC,90,3.5,$$
THURSDAY KITCEHN,Manhattan,424 E 9TH ST,10009,40.7275,-73.9838,Korean,6467558088,3/29/19,A4/NC,1098,4.5,$$
TIAN BAO RESTAURANT,Queens,4128 MAIN ST,11355,40.757207,-73.829389,Chinese,7189306000,6/25/19,A10/C,171,4.5,$
TIANJIN DUMPLING HOUSE,Queens,4128 MAIN ST,11355,40.757207,-73.829389,Chinese,2125183265,6/12/19,C29/C,171,4.5,$
TIERRAS COLOMBIANAS,Queens,3301 BROADWAY,11106,40.7613253,-73.9235077,Colombian,7189563012,9/3/19,-36/C,227,3.5,$$
TIGER BOX,Brooklyn,169 PARK AVE,11205,40.6963379,-73.972758,Korean,6463201177,4/24/19,A12/NC,46,4,$
TIJUANA PICNIC,Manhattan,151 ESSEX ST,10002,40.7207634,-73.9873657,Mexican,2122192000,4/23/19,A7/C,278,3,$$$
TILILA BAR & GRILL,Bronx,3648 BAILEY AVE,10463,40.88342785,-73.89848063,Dominican,9292224968,4/3/19,A7/C,62,3.5,$$
TIM HO WAN,Manhattan,85 4TH AVE,10003,40.731505,-73.9899313,Dim Sum,2122282800,9/12/19,A12/C,1420,3.5,$$
TIME INC. CAFE AND COFFEE BAR,Manhattan,225 LIBERTY ST,10281,40.71264629,-74.01601105,Chinese,2125229327,6/6/19,A11/NC,129,3,$$
TIME INC. CAFE AND COFFEE BAR,Manhattan,225 LIBERTY ST,10281,40.712708,-74.015919,French,2125229327,6/6/19,A11/NC,84,5,$$$$
TIME INC. CAFE AND COFFEE BAR,Manhattan,225 LIBERTY ST,10281,40.71264736,-74.01577846,French,2125229327,6/6/19,A11/NC,466,3.5,$$
TIME INC. CAFE AND COFFEE BAR,Manhattan,225 LIBERTY ST,10281,40.712455,-74.015304,French,2125229327,6/6/19,A11/NC,247,3,$$$
TIME INC. CAFE AND COFFEE BAR,Manhattan,225 LIBERTY ST,10281,40.712338,-74.01588,French,2125229327,6/6/19,A11/NC,362,4,$$
TIME INC. CAFE AND COFFEE BAR,Manhattan,225 LIBERTY ST,10286,40.712455,-74.015304,French,2125229327,6/6/19,A11/NC,23,3,$$
TIME INC. CAFE AND COFFEE BAR,Manhattan,225 LIBERTY ST,10281,40.712693,-74.015839,Sushi Bars,2125229327,6/6/19,A11/NC,125,3.5,$$
TINA'S CUBAN CUISINE RESTAURANT,Manhattan,940 3RD AVE,10022,40.75998998,-73.96811988,Cuban,6466493663,9/27/19,A13/C,38,3.5,$$
TING FAI CUISINE,Brooklyn,1962 86TH ST,11214,40.604761,-73.999101,Chinese,7183733888,8/24/19,#NAME?,62,3.5,$
TING HUA CHINESE RESTAURANT,Brooklyn,351 SMITH ST,11231,40.679817,-73.99488,Chinese,7188526287,6/6/19,A3/NC,45,3,$
TINGS,Manhattan,75 9TH AVE,10011,40.74227627,-74.0048001,Chinese,6469280095,5/1/19,A12/C,3690,4,$$$
TINGS,Manhattan,75 9TH AVE,10014,40.739143,-74.00702,Italian,6469280095,5/1/19,A12/C,56,4,$$
TINGS,Manhattan,75 9TH AVE,10011,40.74242509,-74.00612513,Cambodian,6469280095,5/1/19,A12/C,306,4,$$
TINGS,Manhattan,75 9TH AVE,10011,40.74231154,-74.00612045,French,6469280095,5/1/19,A12/C,128,3.5,$$
TINGS,Manhattan,75 9TH AVE,10011,40.74265894,-74.00592854,Seafood,6469280095,5/1/19,A12/C,561,4,$$
TINGS,Manhattan,75 9TH AVE,10011,40.74221677,-74.00608914,Wine Bars,6469280095,5/1/19,A12/C,108,4,$$
TINGS,Manhattan,75 9TH AVE,10011,40.74222,-74.00466,Korean,6469280095,5/1/19,A12/C,532,3.5,$$
TINGS,Manhattan,75 9TH AVE,10011,40.74246753,-74.00663249,Sushi Bars,6469280095,5/1/19,A12/C,199,4.5,$$
TINGS,Manhattan,75 9TH AVE,10011,40.7425547,-74.0060838,Tacos,6469280095,5/1/19,A12/C,2568,4.5,$
TINY SHANGHAI,Manhattan,122 MULBERRY ST,10013,40.71781,-73.99795,Shanghainese,9172617898,8/27/19,A7/NC,155,4.5,$$
TIPSY SHANGHAI RESTAURANT,Manhattan,228 THOMPSON ST,10012,40.72929,-73.99882,Chinese,2127630877,8/7/19,A13/NC,89,4,$$
TOFU TOFU,Manhattan,96 BOWERY,10013,40.71762995,-73.99543013,Korean,2127962597,5/29/19,A13/C,256,4.5,$$
TOGETHER,Brooklyn,2325 65TH ST,11204,40.6123,-73.9783,Japanese,3475873402,9/19/19,A11/NC,133,4,$
TOKYO YA,Brooklyn,5603 7TH AVE,11220,40.63888,-74.00941,Ramen,7182889399,9/7/19,A13/NC,69,3.5,$
TOMINO - TABERNA GALLEGA,Manhattan,192 GRAND ST,10013,40.71929789,-73.99691604,Wine Bars,2129334763,5/23/19,A13/C,178,4.5,$$$
TOMMY'S TAVERN & TAP,Staten Island,2655 RICHMOND AVE,10314,40.58185759,-74.16522116,Pan Asian,7184892201,9/26/19,#NAME?,152,3.5,$$
TONCHIN NEW YORK,Manhattan,13 W 36TH ST,10018,40.7502727,-73.9844951,Ramen,6466929912,12/4/18,A11/NC,643,4.5,$$
TONGKATSU,Manhattan,137 RIVINGTON ST,10002,40.7193261,-73.9865153,Japanese,2122543246,5/29/19,-35/C,185,4.5,$$
TOP HOPS,Manhattan,570 LEXINGTON AVE,10022,40.7571519,-73.9726033,Asian Fusion,9175179005,6/17/19,A0/NA,125,4,$
TOP THAI,Manhattan,235 SULLIVAN ST,10012,40.72977,-73.99939,Thai,6467264418,5/7/19,#NAME?,990,4.5,$$
TOPAZ NOODLE BAR,Manhattan,129 W 56TH ST,10019,40.76444244,-73.97897339,Thai,2122472277,10/2/18,A11/C,512,4,$$
TORI BEI,Brooklyn,276 5TH AVE,11215,40.67444,-73.98229,Ramen,7188324554,2/8/19,A12/NC,461,3.5,$$
TORI BEI,Brooklyn,276 5TH AVE,10001,40.74587735,-73.98666522,Korean,7188324554,2/8/19,A12/NC,72,4,$$$
TORISHIN,Manhattan,362 W 53RD ST,10019,40.76496,-73.98721,Japanese,2127570108,9/6/19,A9/C,235,4,$$$$
TORISHIN,Manhattan,362 W 53RD ST,10019,40.76496,-73.98721,Japanese,2127570108,9/6/19,A9/C,4,4,$$$$
TORO,Manhattan,85 10TH AVE,10011,40.7434156,-74.00753301,Italian,2126912360,7/30/19,A10/NC,1363,4,$$$$
TORO,Manhattan,85 10TH AVE,10011,40.743052,-74.007872,French,2126912360,7/30/19,A10/NC,88,4.5,$$$$
TORO,Manhattan,85 10TH AVE,10011,40.74303,-74.00779,French,2126912360,7/30/19,A10/NC,23,4,$$$$
TORO,Manhattan,85 10TH AVE,10011,40.74303,-74.00779,Tapas/Small Plates,2126912360,7/30/19,A10/NC,456,3.5,$$$
TORO LOCO,Manhattan,15 STONE ST,10004,40.70421,-74.01208,Cocktail Bars,9172620444,8/1/19,A12/C,106,4,$$
TOTTO RAMEN,Manhattan,248 E 52ND ST,10022,40.75621848,-73.96797229,Ramen,2124210052,9/25/19,A7/C,1001,4,$$
TOTTO RAMEN,Manhattan,248 E 52ND ST,10022,40.75613,-73.9682,Ramen,2124210052,9/25/19,A7/C,1297,3.5,$$
TOYAMA CUISINE,Brooklyn,6001 7TH AVE,11220,40.63672996,-74.01173964,Japanese,7185678877,9/26/19,-62/C,110,2,$$
TRACKS,Manhattan,220 W 31ST ST,10001,40.74940732,-73.99289707,Soup,2122446350,1/1/00,#NAME?,279,4.5,$
TRAMONTI,Manhattan,130 SAINT MARKS PL,10009,40.72667,-73.9836,Pizza,2122601441,4/17/19,A12/C,92,4.5,$$
TRAPIZZINO,Manhattan,144 ORCHARD ST,10002,40.72043,-73.98894,Italian,2124752555,9/18/19,-14/C,178,4.5,$
TRATTORIA IL GUSTO,Manhattan,625 COLUMBUS AVE,10024,40.78923,-73.9698499,Wine Bars,2125797970,7/18/19,A12/C,35,3.5,$$
TRE GIOVANI,Manhattan,548 LAGUARDIA PL,10012,40.72907,-73.99839,Pizza,2124757420,9/12/18,A7/NC,119,3.5,$$
TRE OTTO,Manhattan,1410 MADISON AVE,10029,40.788425,-73.953643,Bars,2128608880,8/13/19,#NAME?,144,3.5,$$
TRI DIM SHANGHAI,Manhattan,1378 3RD AVE,10075,40.77395,-73.95793,Shanghainese,2125853388,9/3/19,A12/C,259,4,$$
TROPICAL SMOOTHIE CAFE,Staten Island,1650 RICHMOND AVE,10314,40.6083516,-74.16348,Sushi Bars,3477260976,9/11/19,A13/NC,75,3.5,$$
TROPICAL SPANISH RESTAURANT,Manhattan,3771 BROADWAY,10032,40.8338876,-73.9452933,Spanish,2124914300,8/30/19,A11/NC,29,3.5,$
TROQUET,Manhattan,155 GRAND ST,10013,40.72000249,-73.99904663,French,2123434295,9/17/19,A10/C,114,4,$$
TSUKUSHI RESTAURANT,Manhattan,357 E 50TH ST,10017,40.75414,-73.96648,Japanese,3476243660,4/6/19,N39/NC,82,4,$$$
